type,ndcnum,Strength_Per_Unit,MME_Conversion_Factor
Hydrocodone,60346044220,5,1
Hydrocodone,60346044224,5,1
Hydrocodone,60346044225,5,1
Hydrocodone,60346044230,5,1
Hydrocodone,60346044240,5,1
Hydrocodone,60346044244,5,1
Hydrocodone,60346065712,5,1
Hydrocodone,60346065720,5,1
Hydrocodone,60346065740,5,1
Hydrocodone,60346067906,7.5,1
Hydrocodone,60346067920,7.5,1
Hydrocodone,60346067940,7.5,1
Hydrocodone,60346075906,7.5,1
Hydrocodone,60346075920,7.5,1
Hydrocodone,60346075930,7.5,1
Hydrocodone,60346075944,7.5,1
Hydrocodone,60346094300,7.5,1
Hydrocodone,60346094320,7.5,1
Hydrocodone,60346094330,7.5,1
Hydrocodone,60346095512,10,1
Hydrocodone,60346095520,10,1
Hydrocodone,60346095550,10,1
Hydrocodone,60346099120,5,1
Hydrocodone,60429050901,5,1
Hydrocodone,60429050910,5,1
Hydrocodone,60429050912,5,1
Hydrocodone,60429050918,5,1
Hydrocodone,60429050924,5,1
Hydrocodone,60429050925,5,1
Hydrocodone,60429050930,5,1
Hydrocodone,60429050960,5,1
Hydrocodone,60429050990,5,1
Hydrocodone,60429051001,7.5,1
Hydrocodone,60429051012,7.5,1
Hydrocodone,60429051018,7.5,1
Hydrocodone,60429051024,7.5,1
Hydrocodone,60429051030,7.5,1
Hydrocodone,60429051060,7.5,1
Hydrocodone,60429051090,7.5,1
Hydrocodone,60429057201,5,1
Hydrocodone,60429057205,5,1
Hydrocodone,60429057212,5,1
Hydrocodone,60429057218,5,1
Hydrocodone,60429057230,5,1
Hydrocodone,60429057260,5,1
Hydrocodone,60429057290,5,1
Hydrocodone,60429057301,7.5,1
Hydrocodone,60429057305,7.5,1
Hydrocodone,60429057312,7.5,1
Hydrocodone,60429057318,7.5,1
Hydrocodone,60429057330,7.5,1
Hydrocodone,60429057360,7.5,1
Hydrocodone,60429057390,7.5,1
Hydrocodone,60429057401,10,1
Hydrocodone,60429057412,10,1
Hydrocodone,60429057418,10,1
Hydrocodone,60429057460,10,1
Hydrocodone,60429057490,10,1
Hydrocodone,60760003215,7.5,1
Hydrocodone,60760003230,7.5,1
Hydrocodone,60760003240,7.5,1
Hydrocodone,60760003260,7.5,1
Hydrocodone,60760003290,7.5,1
Hydrocodone,60760005403,10,1
Hydrocodone,60760020215,5,1
Hydrocodone,60760020230,5,1
Hydrocodone,60760020240,5,1
Hydrocodone,60760020260,5,1
Hydrocodone,60760020290,5,1
Hydrocodone,60760034915,5,1
Hydrocodone,60760034930,5,1
Hydrocodone,60760034960,5,1
Hydrocodone,60760034990,5,1
Hydrocodone,60760034992,5,1
Hydrocodone,60760038815,10,1
Hydrocodone,60760038830,10,1
Hydrocodone,60760038860,10,1
Hydrocodone,60760038890,10,1
Hydrocodone,60760038892,10,1
Hydrocodone,60760038894,10,1
Hydrocodone,60760038898,10,1
Hydrocodone,60760054030,10,1
Hydrocodone,60760054090,10,1
Hydrocodone,60760054092,10,1
Hydrocodone,60760059415,7.5,1
Hydrocodone,60760059430,7.5,1
Hydrocodone,60760059460,7.5,1
Hydrocodone,60760059490,7.5,1
Hydrocodone,60760059492,7.5,1
Hydrocodone,60760059494,7.5,1
Hydrocodone,60760059498,7.5,1
Hydrocodone,60951063970,5,1
Hydrocodone,60951063985,5,1
Hydrocodone,60951063990,5,1
Hydrocodone,60951064070,7.5,1
Hydrocodone,60951064085,7.5,1
Hydrocodone,60951064170,7.5,1
Hydrocodone,60951064185,7.5,1
Hydrocodone,61919011415,7.5,1
Hydrocodone,61919011430,7.5,1
Hydrocodone,61919011460,7.5,1
Hydrocodone,61919011471,7.5,1
Hydrocodone,61919011472,7.5,1
Hydrocodone,61919011490,7.5,1
Hydrocodone,61919011830,10,1
Hydrocodone,61919011860,10,1
Hydrocodone,61919011871,10,1
Hydrocodone,61919011872,10,1
Hydrocodone,61919011890,10,1
Hydrocodone,61919015630,10,1
Hydrocodone,61919015660,10,1
Hydrocodone,61919015690,10,1
Hydrocodone,61919020830,7.5,1
Hydrocodone,61919020860,7.5,1
Hydrocodone,61919020872,7.5,1
Hydrocodone,61919020890,7.5,1
Hydrocodone,61919049430,5,1
Hydrocodone,61919049460,5,1
Hydrocodone,61919049472,5,1
Hydrocodone,61919049490,5,1
Hydrocodone,62022036501,5,1
Hydrocodone,62022036601,7.5,1
Hydrocodone,62022056301,5,1
Hydrocodone,62022066301,7.5,1
Hydrocodone,62022081701,5,1
Hydrocodone,62022081801,7.5,1
Hydrocodone,62037056701,10,1
Hydrocodone,62584067201,7.5,1
Hydrocodone,62584073801,5,1
Hydrocodone,62584073833,5,1
Hydrocodone,62682200602,7.5,1
Hydrocodone,62793071001,10,1
Hydrocodone,62793077501,7.5,1
Hydrocodone,63187011230,5,1
Hydrocodone,63187011260,5,1
Hydrocodone,63187012060,10,1
Hydrocodone,63304049601,7.5,1
Hydrocodone,63304049605,7.5,1
Hydrocodone,63304049701,10,1
Hydrocodone,63304049705,10,1
Hydrocodone,63304049801,10,1
Hydrocodone,63304049805,10,1
Hydrocodone,63304056001,5,1
Hydrocodone,63304056005,5,1
Hydrocodone,63481009170,5,1
Hydrocodone,63481066870,5,1
Hydrocodone,63481066970,7.5,1
Hydrocodone,63481069870,10,1
Hydrocodone,63629152900,7.5,1
Hydrocodone,63629152901,7.5,1
Hydrocodone,63629152902,7.5,1
Hydrocodone,63629152903,7.5,1
Hydrocodone,63629152904,7.5,1
Hydrocodone,63629152905,7.5,1
Hydrocodone,63629152906,7.5,1
Hydrocodone,63629152907,7.5,1
Hydrocodone,63629152908,7.5,1
Hydrocodone,63629152909,7.5,1
Hydrocodone,63629153200,5,1
Hydrocodone,63629153201,5,1
Hydrocodone,63629153202,5,1
Hydrocodone,63629153203,5,1
Hydrocodone,63629153204,5,1
Hydrocodone,63629153205,5,1
Hydrocodone,63629153206,5,1
Hydrocodone,63629153207,5,1
Hydrocodone,63629153208,5,1
Hydrocodone,63629153209,5,1
Hydrocodone,63629294600,5,1
Hydrocodone,63629294601,5,1
Hydrocodone,63629294602,5,1
Hydrocodone,63629294603,5,1
Hydrocodone,63629294604,5,1
Hydrocodone,63629294605,5,1
Hydrocodone,63629294606,5,1
Hydrocodone,63629294607,5,1
Hydrocodone,63629294608,5,1
Hydrocodone,63629294609,5,1
Hydrocodone,63629294700,10,1
Hydrocodone,63629294701,10,1
Hydrocodone,63629294702,10,1
Hydrocodone,63629294703,10,1
Hydrocodone,63629294704,10,1
Hydrocodone,63629294705,10,1
Hydrocodone,63629294706,10,1
Hydrocodone,63629294707,10,1
Hydrocodone,63629294708,10,1
Hydrocodone,63629294709,10,1
Hydrocodone,63629309200,10,1
Hydrocodone,63629309201,10,1
Hydrocodone,63629309202,10,1
Hydrocodone,63629309203,10,1
Hydrocodone,63629309204,10,1
Hydrocodone,63629309205,10,1
Hydrocodone,63629309206,10,1
Hydrocodone,63629309207,10,1
Hydrocodone,63629309208,10,1
Hydrocodone,63629309209,10,1
Hydrocodone,63629311501,10,1
Hydrocodone,63629311502,10,1
Hydrocodone,63629311503,10,1
Hydrocodone,63629311504,10,1
Hydrocodone,63629311505,10,1
Hydrocodone,63629317800,7.5,1
Hydrocodone,63629317801,7.5,1
Hydrocodone,63629317802,7.5,1
Hydrocodone,63629317803,7.5,1
Hydrocodone,63629317804,7.5,1
Hydrocodone,63629317805,7.5,1
Hydrocodone,63629317806,7.5,1
Hydrocodone,63629317807,7.5,1
Hydrocodone,63629317808,7.5,1
Hydrocodone,63629317809,7.5,1
Hydrocodone,63629334201,7.5,1
Hydrocodone,63629334202,7.5,1
Hydrocodone,63629334203,7.5,1
Hydrocodone,63629334204,7.5,1
Hydrocodone,63629334205,7.5,1
Hydrocodone,63629334206,7.5,1
Hydrocodone,63629334207,7.5,1
Hydrocodone,63629334208,7.5,1
Hydrocodone,63629334209,7.5,1
Hydrocodone,63629394401,7.5,1
Hydrocodone,63629394402,7.5,1
Hydrocodone,63629394403,7.5,1
Hydrocodone,63629394404,7.5,1
Hydrocodone,63629394405,7.5,1
Hydrocodone,63629394406,7.5,1
Hydrocodone,63629420701,2.5,1
Hydrocodone,63629420702,2.5,1
Hydrocodone,63629427201,10,1
Hydrocodone,63629427202,10,1
Hydrocodone,63629427203,10,1
Hydrocodone,63629427204,10,1
Hydrocodone,63629427205,10,1
Hydrocodone,63629427301,5,1
Hydrocodone,63629427302,5,1
Hydrocodone,63629427303,5,1
Hydrocodone,63629427304,5,1
Hydrocodone,63629427305,5,1
Hydrocodone,63629427306,5,1
Hydrocodone,63629427307,5,1
Hydrocodone,63629427308,5,1
Hydrocodone,63629427309,5,1
Hydrocodone,63629427401,7.5,1
Hydrocodone,63629427402,7.5,1
Hydrocodone,63629427403,7.5,1
Hydrocodone,63629427404,7.5,1
Hydrocodone,63629431001,7.5,1
Hydrocodone,63629431002,7.5,1
Hydrocodone,63629431003,7.5,1
Hydrocodone,63629431004,7.5,1
Hydrocodone,63629431005,7.5,1
Hydrocodone,63629431006,7.5,1
Hydrocodone,63629431007,7.5,1
Hydrocodone,63629431008,7.5,1
Hydrocodone,63629448701,10,1
Hydrocodone,63629448702,10,1
Hydrocodone,63629448703,10,1
Hydrocodone,63629448704,10,1
Hydrocodone,63629448705,10,1
Hydrocodone,63629448706,10,1
Hydrocodone,63629448707,10,1
Hydrocodone,63629458201,10,1
Hydrocodone,63629458202,10,1
Hydrocodone,63629458203,10,1
Hydrocodone,63629458204,10,1
Hydrocodone,63629458205,10,1
Hydrocodone,63629458206,10,1
Hydrocodone,63629458207,10,1
Hydrocodone,63629458208,10,1
Hydrocodone,63629458209,10,1
Hydrocodone,63629459201,10,1
Hydrocodone,63629459202,10,1
Hydrocodone,63629459203,10,1
Hydrocodone,63629459204,10,1
Hydrocodone,63629459205,10,1
Hydrocodone,63629459206,10,1
Hydrocodone,63629459207,10,1
Hydrocodone,63629462701,10,1
Hydrocodone,63629462702,10,1
Hydrocodone,63629462703,10,1
Hydrocodone,63629462704,10,1
Hydrocodone,63629462705,10,1
Hydrocodone,63629462706,10,1
Hydrocodone,63629473101,2.5,1
Hydrocodone,63629473102,2.5,1
Hydrocodone,63629473103,2.5,1
Hydrocodone,63629473104,2.5,1
Hydrocodone,63629519101,5,1
Hydrocodone,63629519102,5,1
Hydrocodone,63629519103,5,1
Hydrocodone,63629519104,5,1
Hydrocodone,63629519105,5,1
Hydrocodone,63629542201,5,1
Hydrocodone,63629542202,5,1
Hydrocodone,63629542203,5,1
Hydrocodone,63629542204,5,1
Hydrocodone,63629542205,5,1
Hydrocodone,63629542206,5,1
Hydrocodone,63629542207,5,1
Hydrocodone,63629542208,5,1
Hydrocodone,63629542801,2.5,1
Hydrocodone,63629542802,2.5,1
Hydrocodone,63629542803,2.5,1
Hydrocodone,63629542804,2.5,1
Hydrocodone,63629542805,2.5,1
Hydrocodone,63629542806,2.5,1
Hydrocodone,63629542807,2.5,1
Hydrocodone,63629542808,2.5,1
Hydrocodone,63629543200,10,1
Hydrocodone,63629543201,10,1
Hydrocodone,63629543202,10,1
Hydrocodone,63629543203,10,1
Hydrocodone,63629543204,10,1
Hydrocodone,63629543205,10,1
Hydrocodone,63629543206,10,1
Hydrocodone,63629543207,10,1
Hydrocodone,63629543208,10,1
Hydrocodone,63629543209,10,1
Hydrocodone,63629543400,10,1
Hydrocodone,63629543401,10,1
Hydrocodone,63629543402,10,1
Hydrocodone,63629543403,10,1
Hydrocodone,63629543404,10,1
Hydrocodone,63629543405,10,1
Hydrocodone,63629543406,10,1
Hydrocodone,63629543407,10,1
Hydrocodone,63629543408,10,1
Hydrocodone,63629543409,10,1
Hydrocodone,63629543500,10,1
Hydrocodone,63629543501,10,1
Hydrocodone,63629543502,10,1
Hydrocodone,63629543503,10,1
Hydrocodone,63629543504,10,1
Hydrocodone,63629543505,10,1
Hydrocodone,63629543506,10,1
Hydrocodone,63629543507,10,1
Hydrocodone,63629543508,10,1
Hydrocodone,63629543509,10,1
Hydrocodone,63629543600,7.5,1
Hydrocodone,63629543601,7.5,1
Hydrocodone,63629543602,7.5,1
Hydrocodone,63629543603,7.5,1
Hydrocodone,63629543604,7.5,1
Hydrocodone,63629543605,7.5,1
Hydrocodone,63629543606,7.5,1
Hydrocodone,63629543607,7.5,1
Hydrocodone,63629543608,7.5,1
Hydrocodone,63629543609,7.5,1
Hydrocodone,63629545001,5,1
Hydrocodone,63629564101,5,1
Hydrocodone,63629564102,5,1
Hydrocodone,63629564103,5,1
Hydrocodone,63629564104,5,1
Hydrocodone,63717089516,0.666666666666667,1
Hydrocodone,63739013001,5,1
Hydrocodone,63739013003,5,1
Hydrocodone,63739013010,5,1
Hydrocodone,63739013015,5,1
Hydrocodone,63739013101,7.5,1
Hydrocodone,63739013103,7.5,1
Hydrocodone,63739013110,7.5,1
Hydrocodone,63739013115,7.5,1
Hydrocodone,63739014101,7.5,1
Hydrocodone,63739014103,7.5,1
Hydrocodone,63739014110,7.5,1
Hydrocodone,63739014115,7.5,1
Hydrocodone,63739038410,5,1
Hydrocodone,63739045501,5,1
Hydrocodone,63739045510,5,1
Hydrocodone,63739053210,5,1
Hydrocodone,63739070401,5,1
Hydrocodone,63739070410,5,1
Hydrocodone,63874020301,5,1
Hydrocodone,63874020303,5,1
Hydrocodone,63874020304,5,1
Hydrocodone,63874020305,5,1
Hydrocodone,63874020306,5,1
Hydrocodone,63874020309,5,1
Hydrocodone,63874020310,5,1
Hydrocodone,63874020312,5,1
Hydrocodone,63874020314,5,1
Hydrocodone,63874020315,5,1
Hydrocodone,63874020316,5,1
Hydrocodone,63874020318,5,1
Hydrocodone,63874020320,5,1
Hydrocodone,63874020324,5,1
Hydrocodone,63874020325,5,1
Hydrocodone,63874020327,5,1
Hydrocodone,63874020328,5,1
Hydrocodone,63874020330,5,1
Hydrocodone,63874020335,5,1
Hydrocodone,63874020336,5,1
Hydrocodone,63874020340,5,1
Hydrocodone,63874020342,5,1
Hydrocodone,63874020345,5,1
Hydrocodone,63874020350,5,1
Hydrocodone,63874020356,5,1
Hydrocodone,63874020360,5,1
Hydrocodone,63874020371,5,1
Hydrocodone,63874020372,5,1
Hydrocodone,63874020373,5,1
Hydrocodone,63874020374,5,1
Hydrocodone,63874020376,5,1
Hydrocodone,63874020377,5,1
Hydrocodone,63874020379,5,1
Hydrocodone,63874020380,5,1
Hydrocodone,63874020384,5,1
Hydrocodone,63874020388,5,1
Hydrocodone,63874020390,5,1
Hydrocodone,63874020396,5,1
Hydrocodone,63874023001,7.5,1
Hydrocodone,63874023003,7.5,1
Hydrocodone,63874023004,7.5,1
Hydrocodone,63874023005,7.5,1
Hydrocodone,63874023010,7.5,1
Hydrocodone,63874023012,7.5,1
Hydrocodone,63874023014,7.5,1
Hydrocodone,63874023015,7.5,1
Hydrocodone,63874023016,7.5,1
Hydrocodone,63874023020,7.5,1
Hydrocodone,63874023024,7.5,1
Hydrocodone,63874023025,7.5,1
Hydrocodone,63874023028,7.5,1
Hydrocodone,63874023030,7.5,1
Hydrocodone,63874023035,7.5,1
Hydrocodone,63874023040,7.5,1
Hydrocodone,63874023042,7.5,1
Hydrocodone,63874023045,7.5,1
Hydrocodone,63874023050,7.5,1
Hydrocodone,63874023056,7.5,1
Hydrocodone,63874023060,7.5,1
Hydrocodone,63874023070,7.5,1
Hydrocodone,63874023071,7.5,1
Hydrocodone,63874023072,7.5,1
Hydrocodone,63874023073,7.5,1
Hydrocodone,63874023074,7.5,1
Hydrocodone,63874023075,7.5,1
Hydrocodone,63874023076,7.5,1
Hydrocodone,63874023077,7.5,1
Hydrocodone,63874023084,7.5,1
Hydrocodone,63874023088,7.5,1
Hydrocodone,63874023090,7.5,1
Hydrocodone,63874027901,10,1
Hydrocodone,63874027904,10,1
Hydrocodone,63874027910,10,1
Hydrocodone,63874027915,10,1
Hydrocodone,63874027920,10,1
Hydrocodone,63874027928,10,1
Hydrocodone,63874027930,10,1
Hydrocodone,63874027940,10,1
Hydrocodone,63874027942,10,1
Hydrocodone,63874027950,10,1
Hydrocodone,63874027956,10,1
Hydrocodone,63874027960,10,1
Hydrocodone,63874027980,10,1
Hydrocodone,63874027984,10,1
Hydrocodone,63874027988,10,1
Hydrocodone,63874027990,10,1
Hydrocodone,63874029301,10,1
Hydrocodone,63874029304,10,1
Hydrocodone,63874029308,10,1
Hydrocodone,63874029310,10,1
Hydrocodone,63874029314,10,1
Hydrocodone,63874029315,10,1
Hydrocodone,63874029318,10,1
Hydrocodone,63874029320,10,1
Hydrocodone,63874029321,10,1
Hydrocodone,63874029328,10,1
Hydrocodone,63874029330,10,1
Hydrocodone,63874029340,10,1
Hydrocodone,63874029342,10,1
Hydrocodone,63874029350,10,1
Hydrocodone,63874029356,10,1
Hydrocodone,63874029360,10,1
Hydrocodone,63874029371,10,1
Hydrocodone,63874029372,10,1
Hydrocodone,63874029373,10,1
Hydrocodone,63874029374,10,1
Hydrocodone,63874029376,10,1
Hydrocodone,63874029377,10,1
Hydrocodone,63874029384,10,1
Hydrocodone,63874029388,10,1
Hydrocodone,63874029390,10,1
Hydrocodone,63874029501,7.5,1
Hydrocodone,63874029504,7.5,1
Hydrocodone,63874029512,7.5,1
Hydrocodone,63874029515,7.5,1
Hydrocodone,63874029520,7.5,1
Hydrocodone,63874029525,7.5,1
Hydrocodone,63874029530,7.5,1
Hydrocodone,63874029535,7.5,1
Hydrocodone,63874029540,7.5,1
Hydrocodone,63874029542,7.5,1
Hydrocodone,63874029550,7.5,1
Hydrocodone,63874029556,7.5,1
Hydrocodone,63874029560,7.5,1
Hydrocodone,63874029571,7.5,1
Hydrocodone,63874029572,7.5,1
Hydrocodone,63874029573,7.5,1
Hydrocodone,63874029574,7.5,1
Hydrocodone,63874029576,7.5,1
Hydrocodone,63874029577,7.5,1
Hydrocodone,63874029584,7.5,1
Hydrocodone,63874029588,7.5,1
Hydrocodone,63874029590,7.5,1
Hydrocodone,63874083401,10,1
Hydrocodone,63874083404,10,1
Hydrocodone,63874083410,10,1
Hydrocodone,63874083415,10,1
Hydrocodone,63874083420,10,1
Hydrocodone,63874083424,10,1
Hydrocodone,63874083428,10,1
Hydrocodone,63874083430,10,1
Hydrocodone,63874083440,10,1
Hydrocodone,63874083442,10,1
Hydrocodone,63874083450,10,1
Hydrocodone,63874083456,10,1
Hydrocodone,63874083460,10,1
Hydrocodone,63874083471,10,1
Hydrocodone,63874083472,10,1
Hydrocodone,63874083473,10,1
Hydrocodone,63874083474,10,1
Hydrocodone,63874083476,10,1
Hydrocodone,63874083477,10,1
Hydrocodone,63874083479,10,1
Hydrocodone,63874083483,10,1
Hydrocodone,63874083484,10,1
Hydrocodone,63874083488,10,1
Hydrocodone,63874083490,10,1
Hydrocodone,63874083499,10,1
Hydrocodone,63874086101,10,1
Hydrocodone,63874086104,10,1
Hydrocodone,63874086106,10,1
Hydrocodone,63874086110,10,1
Hydrocodone,63874086112,10,1
Hydrocodone,63874086115,10,1
Hydrocodone,63874086120,10,1
Hydrocodone,63874086125,10,1
Hydrocodone,63874086130,10,1
Hydrocodone,63874086135,10,1
Hydrocodone,63874086140,10,1
Hydrocodone,63874086142,10,1
Hydrocodone,63874086150,10,1
Hydrocodone,63874086156,10,1
Hydrocodone,63874086160,10,1
Hydrocodone,63874086171,10,1
Hydrocodone,63874086172,10,1
Hydrocodone,63874086173,10,1
Hydrocodone,63874086174,10,1
Hydrocodone,63874086176,10,1
Hydrocodone,63874086177,10,1
Hydrocodone,63874086178,10,1
Hydrocodone,63874086179,10,1
Hydrocodone,63874086183,10,1
Hydrocodone,63874086184,10,1
Hydrocodone,63874086188,10,1
Hydrocodone,63874086190,10,1
Hydrocodone,63874107400,7.5,1
Hydrocodone,63874107402,7.5,1
Hydrocodone,63874107403,7.5,1
Hydrocodone,63874107404,7.5,1
Hydrocodone,63874107406,7.5,1
Hydrocodone,63874107408,7.5,1
Hydrocodone,63874107409,7.5,1
Hydrocodone,63874109203,5,1
Hydrocodone,63874109204,5,1
Hydrocodone,63874109205,5,1
Hydrocodone,63874109206,5,1
Hydrocodone,63874109209,5,1
Hydrocodone,63874110503,7.5,1
Hydrocodone,63874110504,7.5,1
Hydrocodone,63874110506,7.5,1
Hydrocodone,63874110509,7.5,1
Hydrocodone,64376064301,10,1
Hydrocodone,64376064305,10,1
Hydrocodone,64376064801,5,1
Hydrocodone,64376064805,5,1
Hydrocodone,64376064901,7.5,1
Hydrocodone,64376064905,7.5,1
Hydrocodone,65162012010,10,1
Hydrocodone,65162012050,10,1
Hydrocodone,66116013030,5,1
Hydrocodone,66116013050,5,1
Hydrocodone,66116013130,7.5,1
Hydrocodone,66116013150,7.5,1
Hydrocodone,66116026730,7.5,1
Hydrocodone,66267010800,10,1
Hydrocodone,66267010830,10,1
Hydrocodone,66267010860,10,1
Hydrocodone,66267010888,10,1
Hydrocodone,66267010890,10,1
Hydrocodone,66267010891,10,1
Hydrocodone,66267010892,10,1
Hydrocodone,66267010900,5,1
Hydrocodone,66267010904,5,1
Hydrocodone,66267010906,5,1
Hydrocodone,66267010910,5,1
Hydrocodone,66267010912,5,1
Hydrocodone,66267010915,5,1
Hydrocodone,66267010920,5,1
Hydrocodone,66267010924,5,1
Hydrocodone,66267010930,5,1
Hydrocodone,66267010940,5,1
Hydrocodone,66267010945,5,1
Hydrocodone,66267010950,5,1
Hydrocodone,66267010960,5,1
Hydrocodone,66267010984,5,1
Hydrocodone,66267010990,5,1
Hydrocodone,66267010991,5,1
Hydrocodone,66267011006,7.5,1
Hydrocodone,66267011010,7.5,1
Hydrocodone,66267011012,7.5,1
Hydrocodone,66267011014,7.5,1
Hydrocodone,66267011015,7.5,1
Hydrocodone,66267011020,7.5,1
Hydrocodone,66267011028,7.5,1
Hydrocodone,66267011030,7.5,1
Hydrocodone,66267011040,7.5,1
Hydrocodone,66267011045,7.5,1
Hydrocodone,66267011050,7.5,1
Hydrocodone,66267011056,7.5,1
Hydrocodone,66267011060,7.5,1
Hydrocodone,66267011078,7.5,1
Hydrocodone,66267011081,7.5,1
Hydrocodone,66267011084,7.5,1
Hydrocodone,66267011088,7.5,1
Hydrocodone,66267011090,7.5,1
Hydrocodone,66267011091,7.5,1
Hydrocodone,66267011092,7.5,1
Hydrocodone,66267011100,7.5,1
Hydrocodone,66267011115,7.5,1
Hydrocodone,66267011120,7.5,1
Hydrocodone,66267011130,7.5,1
Hydrocodone,66267011140,7.5,1
Hydrocodone,66267011160,7.5,1
Hydrocodone,66267011181,7.5,1
Hydrocodone,66267011190,7.5,1
Hydrocodone,66267011191,7.5,1
Hydrocodone,66267029715,10,1
Hydrocodone,66267029730,10,1
Hydrocodone,66267029740,10,1
Hydrocodone,66267029750,10,1
Hydrocodone,66267029760,10,1
Hydrocodone,66267029790,10,1
Hydrocodone,66267029791,10,1
Hydrocodone,66267031900,10,1
Hydrocodone,66267031920,10,1
Hydrocodone,66267031930,10,1
Hydrocodone,66267031940,10,1
Hydrocodone,66267031960,10,1
Hydrocodone,66267031984,10,1
Hydrocodone,66267031988,10,1
Hydrocodone,66267031990,10,1
Hydrocodone,66267031991,10,1
Hydrocodone,66267031992,10,1
Hydrocodone,66267040530,7.5,1
Hydrocodone,66267040560,7.5,1
Hydrocodone,66267079003,5,1
Hydrocodone,66267079004,5,1
Hydrocodone,66267079006,5,1
Hydrocodone,66267101200,7.5,1
Hydrocodone,66267101300,10,1
Hydrocodone,66336001215,7.5,1
Hydrocodone,66336001220,7.5,1
Hydrocodone,66336001230,7.5,1
Hydrocodone,66336001240,7.5,1
Hydrocodone,66336001260,7.5,1
Hydrocodone,66336001262,7.5,1
Hydrocodone,66336001290,7.5,1
Hydrocodone,66336001294,7.5,1
Hydrocodone,66336001930,2.5,1
Hydrocodone,66336001960,2.5,1
Hydrocodone,66336006710,5,1
Hydrocodone,66336010612,7.5,1
Hydrocodone,66336010615,7.5,1
Hydrocodone,66336010616,7.5,1
Hydrocodone,66336010620,7.5,1
Hydrocodone,66336010630,7.5,1
Hydrocodone,66336010640,7.5,1
Hydrocodone,66336010660,7.5,1
Hydrocodone,66336010690,7.5,1
Hydrocodone,66336010694,7.5,1
Hydrocodone,66336011506,7.5,1
Hydrocodone,66336011512,7.5,1
Hydrocodone,66336011514,7.5,1
Hydrocodone,66336011515,7.5,1
Hydrocodone,66336011520,7.5,1
Hydrocodone,66336011530,7.5,1
Hydrocodone,66336011540,7.5,1
Hydrocodone,66336011560,7.5,1
Hydrocodone,66336011590,7.5,1
Hydrocodone,66336011594,7.5,1
Hydrocodone,66336040615,10,1
Hydrocodone,66336040620,10,1
Hydrocodone,66336040621,10,1
Hydrocodone,66336040630,10,1
Hydrocodone,66336040648,10,1
Hydrocodone,66336040660,10,1
Hydrocodone,66336040690,10,1
Hydrocodone,66336040694,10,1
Hydrocodone,66336040815,10,1
Hydrocodone,66336040820,10,1
Hydrocodone,66336040828,10,1
Hydrocodone,66336040830,10,1
Hydrocodone,66336040832,10,1
Hydrocodone,66336040840,10,1
Hydrocodone,66336040855,10,1
Hydrocodone,66336040860,10,1
Hydrocodone,66336040862,10,1
Hydrocodone,66336040890,10,1
Hydrocodone,66336040894,10,1
Hydrocodone,66336040897,10,1
Hydrocodone,66336044206,5,1
Hydrocodone,66336044210,5,1
Hydrocodone,66336044212,5,1
Hydrocodone,66336044215,5,1
Hydrocodone,66336044216,5,1
Hydrocodone,66336044220,5,1
Hydrocodone,66336044224,5,1
Hydrocodone,66336044230,5,1
Hydrocodone,66336044240,5,1
Hydrocodone,66336044245,5,1
Hydrocodone,66336044260,5,1
Hydrocodone,66336044290,5,1
Hydrocodone,66336044294,5,1
Hydrocodone,66336044412,10,1
Hydrocodone,66336044421,10,1
Hydrocodone,66336044430,10,1
Hydrocodone,66336044448,10,1
Hydrocodone,66336044455,10,1
Hydrocodone,66336044458,10,1
Hydrocodone,66336044460,10,1
Hydrocodone,66336044462,10,1
Hydrocodone,66336044490,10,1
Hydrocodone,66336044494,10,1
Hydrocodone,66336067006,5,1
Hydrocodone,66336067010,5,1
Hydrocodone,66336067015,5,1
Hydrocodone,66336067020,5,1
Hydrocodone,66336067024,5,1
Hydrocodone,66336067030,5,1
Hydrocodone,66336067040,5,1
Hydrocodone,66336067060,5,1
Hydrocodone,66336067090,5,1
Hydrocodone,66336067094,5,1
Hydrocodone,66336074820,7.5,1
Hydrocodone,66336074830,7.5,1
Hydrocodone,66336074890,7.5,1
Hydrocodone,66336074894,7.5,1
Hydrocodone,67336091101,10,1
Hydrocodone,67336091105,10,1
Hydrocodone,67336091201,5,1
Hydrocodone,67336091301,7.5,1
Hydrocodone,68025006910,2.5,1
Hydrocodone,68071029615,5,1
Hydrocodone,68071029620,5,1
Hydrocodone,68071029625,5,1
Hydrocodone,68071029630,5,1
Hydrocodone,68071029640,5,1
